,job_offer,link,company,redshift,sql,kpi,py,xp,R,business,insights,tableau,looker,qlik,pbi,ab,stakeholders,quant,oper,mgmt,location,Seniority
1868,Data Analyst,https://de.linkedin.com/jobs/view/data-analyst-at-contentful-1914598804?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Contentful,0,1,0,1,7,1,3,2,0,1,0,0,0,2,1,0,1,Berlin,Not determined
1869,Data Analyst,https://de.linkedin.com/jobs/view/data-analyst-at-babbel-lesson-nine-gmbh-1910390365?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Babbel (Lesson Nine GmbH),0,2,0,2,3,1,2,3,1,0,0,0,0,0,0,0,1,Berlin,Not determined
1870,Data Analyst (m/f/x),https://de.linkedin.com/jobs/view/data-analyst-m-f-x-at-audible-inc-1916244417?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Audible, Inc.",0,1,0,1,4,1,10,3,1,0,0,1,0,3,1,1,2,Berlin,Not determined
1871,Data Analyst,https://de.linkedin.com/jobs/view/data-analyst-at-jam-city-1678078929?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Jam City,0,2,1,1,7,1,2,2,2,0,0,0,0,0,3,1,2,Berlin,Not determined
1872,Data Analyst - Content Attribution,https://de.linkedin.com/jobs/view/data-analyst-content-attribution-at-zalando-se-1935649791?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Zalando SE,0,2,0,2,5,1,5,2,0,0,0,0,1,2,1,0,0,Berlin,Not determined
1873,Data Analyst/Engineer - Marketing,https://de.linkedin.com/jobs/view/data-analyst-engineer-marketing-at-blinkist-1875609361?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Blinkist,0,1,0,1,4,1,0,1,0,0,0,0,0,4,0,1,0,Berlin,Not determined
1874,(Junior) Data Analyst,https://de.linkedin.com/jobs/view/junior-data-analyst-at-storymachine-gmbh-1910369235?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,StoryMachine GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Berlin,Not determined
1875,Junior Data Analyst (f/m/d),https://de.linkedin.com/jobs/view/junior-data-analyst-f-m-d-at-restivo-consulting-1942243091?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Restivo Consulting,0,2,1,0,3,0,4,0,2,0,0,0,0,2,0,1,0,Berlin,Junior Position
1876,Data Analyst / Scientist (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-scientist-m-w-d-at-plista-1940817277?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,plista,0,1,0,1,1,1,5,3,0,0,0,0,0,0,0,0,5,Berlin,Not determined
1877,Data Analyst,https://de.linkedin.com/jobs/view/data-analyst-at-kraken-digital-asset-exchange-1865665032?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Kraken Digital Asset Exchange,0,1,0,1,5,0,2,0,1,0,0,0,1,0,0,0,0,Berlin,Not determined
1878,Data Analyst / Engineer (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-engineer-m-w-d-at-enote-com-inc-1941877586?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,eNote.Com Inc.,0,1,0,1,7,1,2,0,1,0,0,0,0,1,0,0,0,Berlin,Not determined
1879,(Junior) Data Analyst *,https://de.linkedin.com/jobs/view/junior-data-analyst-at-mytoys-de-g-m-b-h-1890734407?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Berlin,Not determined
1880,Data Analyst / Business Analyst (d/m/w),https://de.linkedin.com/jobs/view/data-analyst-business-analyst-d-m-w-at-auto1-group-1947580855?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,AUTO1 Group,0,1,1,0,0,0,5,0,1,0,0,0,0,2,1,0,2,Berlin,Not determined
1881,Operations Data Analyst (m/f/d),https://de.linkedin.com/jobs/view/operations-data-analyst-m-f-d-at-taxfix-1893062447?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Taxfix,0,1,1,1,3,0,0,2,1,1,0,0,0,0,0,8,1,Berlin,Not determined
1882,Data Analyst – Business Intelligencem (m/f/d),https://de.linkedin.com/jobs/view/data-analyst-%E2%80%93-business-intelligencem-m-f-d-at-buildingminds-1881464328?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BuildingMinds,0,4,0,0,3,0,5,1,0,0,0,0,0,1,1,1,2,Berlin,Not determined
1883,Data Analyst (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-flaconi-1903431211?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Flaconi,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,Berlin,Not determined
1884,Junior Data Analyst (m/w/d),https://de.linkedin.com/jobs/view/junior-data-analyst-m-w-d-at-factorymarket-1928597529?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,factorymarket,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Berlin,Junior Position
1885,Data Analyst - Product BI (f/m/d),https://de.linkedin.com/jobs/view/data-analyst-product-bi-f-m-d-at-delivery-hero-se-1868678727?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Delivery Hero SE,0,1,0,0,9,1,5,5,1,0,0,0,0,4,1,1,0,Berlin,Not determined
1886,(Junior) Data Scientist / Data Analyst (w/m/d),https://de.linkedin.com/jobs/view/junior-data-scientist-data-analyst-w-m-d-at-kpmg-deutschland-1804062999?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,KPMG Deutschland,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Berlin,Not determined
1887,Data Analyst - App Marketing (m|w|x),https://de.linkedin.com/jobs/view/data-analyst-app-marketing-m-w-x-at-idealo-internet-gmbh-1940751775?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,idealo internet GmbH,0,1,0,1,3,0,1,3,1,0,0,0,0,1,0,1,2,Berlin,Not determined
1888,Data Analyst (m/w),https://de.linkedin.com/jobs/view/data-analyst-m-w-at-junokai-gmbh-1943353613?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,junokai GmbH,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Berlin,Not determined
1889,Data Analyst (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-hypoport-se-1931199549?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Hypoport SE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Berlin,Not determined
1890,Data Analytics Consultant,https://de.linkedin.com/jobs/view/data-analytics-consultant-at-afiniti-1876174038?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Afiniti,0,2,0,1,4,1,4,2,0,0,0,0,0,2,0,0,2,Berlin,Not determined
1891,Data Analyst (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-hypoport-capital-markets-1925147414?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Hypoport - Capital Markets,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Berlin,Not determined
1892,Game Data Analyst (m/f/d),https://de.linkedin.com/jobs/view/game-data-analyst-m-f-d-at-huuuge-games-1946660070?refId=8e72a0b9-25d3-4f03-b1b8-e0e0423c8df6&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Huuuge Games,0,1,0,1,4,1,2,1,0,0,0,0,0,0,1,1,0,Berlin,Not determined
1893,Data Analyst,https://de.linkedin.com/jobs/view/data-analyst-at-contentful-1914598804?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Contentful,0,1,0,1,7,1,3,2,0,1,0,0,0,2,1,0,1,Berlin,Not determined
1894,Data Analyst,https://de.linkedin.com/jobs/view/data-analyst-at-babbel-lesson-nine-gmbh-1910390365?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Babbel (Lesson Nine GmbH),0,2,0,2,3,1,2,3,1,0,0,0,0,0,0,0,1,Berlin,Not determined
1895,Data Analyst (m/f/x),https://de.linkedin.com/jobs/view/data-analyst-m-f-x-at-audible-inc-1916244417?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Audible, Inc.",0,1,0,1,4,1,10,3,1,0,0,1,0,3,1,1,2,Berlin,Not determined
1896,Data Analyst,https://de.linkedin.com/jobs/view/data-analyst-at-jam-city-1678078929?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Jam City,0,2,1,1,7,1,2,2,2,0,0,0,0,0,3,1,2,Berlin,Not determined
1897,Data Analyst - Content Attribution,https://de.linkedin.com/jobs/view/data-analyst-content-attribution-at-zalando-se-1935649791?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Zalando SE,0,2,0,2,5,1,5,2,0,0,0,0,1,2,1,0,0,Berlin,Not determined
1898,Data Analyst/Engineer - Marketing,https://de.linkedin.com/jobs/view/data-analyst-engineer-marketing-at-blinkist-1875609361?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Blinkist,0,1,0,1,4,1,0,1,0,0,0,0,0,4,0,1,0,Berlin,Not determined
1899,(Junior) Data Analyst,https://de.linkedin.com/jobs/view/junior-data-analyst-at-storymachine-gmbh-1910369235?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,StoryMachine GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Berlin,Not determined
1900,Junior Data Analyst (f/m/d),https://de.linkedin.com/jobs/view/junior-data-analyst-f-m-d-at-restivo-consulting-1942243091?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Restivo Consulting,0,2,1,0,3,0,4,0,2,0,0,0,0,2,0,1,0,Berlin,Junior Position
1901,Data Analyst / Scientist (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-scientist-m-w-d-at-plista-1940817277?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,plista,0,1,0,1,1,1,5,3,0,0,0,0,0,0,0,0,5,Berlin,Not determined
1902,Data Analyst,https://de.linkedin.com/jobs/view/data-analyst-at-kraken-digital-asset-exchange-1865665032?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Kraken Digital Asset Exchange,0,1,0,1,5,0,2,0,1,0,0,0,1,0,0,0,0,Berlin,Not determined
1903,Data Analyst / Engineer (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-engineer-m-w-d-at-enote-com-inc-1941877586?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,eNote.Com Inc.,0,1,0,1,7,1,2,0,1,0,0,0,0,1,0,0,0,Berlin,Not determined
1904,(Junior) Data Analyst *,https://de.linkedin.com/jobs/view/junior-data-analyst-at-mytoys-de-g-m-b-h-1890734407?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Berlin,Not determined
1905,Data Analyst / Business Analyst (d/m/w),https://de.linkedin.com/jobs/view/data-analyst-business-analyst-d-m-w-at-auto1-group-1947580855?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,AUTO1 Group,0,1,1,0,0,0,5,0,1,0,0,0,0,2,1,0,2,Berlin,Not determined
1906,Operations Data Analyst (m/f/d),https://de.linkedin.com/jobs/view/operations-data-analyst-m-f-d-at-taxfix-1893062447?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Taxfix,0,1,1,1,3,0,0,2,1,1,0,0,0,0,0,8,1,Berlin,Not determined
1907,Data Analyst – Business Intelligencem (m/f/d),https://de.linkedin.com/jobs/view/data-analyst-%E2%80%93-business-intelligencem-m-f-d-at-buildingminds-1881464328?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BuildingMinds,0,4,0,0,3,0,5,1,0,0,0,0,0,1,1,1,2,Berlin,Not determined
1908,Data Analyst (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-flaconi-1903431211?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Flaconi,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,Berlin,Not determined
1909,Junior Data Analyst (m/w/d),https://de.linkedin.com/jobs/view/junior-data-analyst-m-w-d-at-factorymarket-1928597529?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,factorymarket,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Berlin,Junior Position
1910,Data Analyst - Product BI (f/m/d),https://de.linkedin.com/jobs/view/data-analyst-product-bi-f-m-d-at-delivery-hero-se-1868678727?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Delivery Hero SE,0,1,0,0,9,1,5,5,1,0,0,0,0,4,1,1,0,Berlin,Not determined
1911,(Junior) Data Scientist / Data Analyst (w/m/d),https://de.linkedin.com/jobs/view/junior-data-scientist-data-analyst-w-m-d-at-kpmg-deutschland-1804062999?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,KPMG Deutschland,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Berlin,Not determined
1912,Data Analyst - App Marketing (m|w|x),https://de.linkedin.com/jobs/view/data-analyst-app-marketing-m-w-x-at-idealo-internet-gmbh-1940751775?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,idealo internet GmbH,0,1,0,1,3,0,1,3,1,0,0,0,0,1,0,1,2,Berlin,Not determined
1913,Data Analyst (m/w),https://de.linkedin.com/jobs/view/data-analyst-m-w-at-junokai-gmbh-1943353613?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,junokai GmbH,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Berlin,Not determined
1914,Data Analyst (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-hypoport-se-1931199549?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Hypoport SE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Berlin,Not determined
1915,Data Analytics Consultant,https://de.linkedin.com/jobs/view/data-analytics-consultant-at-afiniti-1876174038?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Afiniti,0,2,0,1,4,1,4,2,0,0,0,0,0,2,0,0,2,Berlin,Not determined
1916,Data Analyst (m/w/d),https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-hypoport-capital-markets-1925147414?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Hypoport - Capital Markets,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Berlin,Not determined
1917,Game Data Analyst (m/f/d),https://de.linkedin.com/jobs/view/game-data-analyst-m-f-d-at-huuuge-games-1946660070?refId=4a090bec-4d19-4c09-bcbc-0493c8430552&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Huuuge Games,0,1,0,1,4,1,2,1,0,0,0,0,0,0,1,1,0,Berlin,Not determined
1918,Analyst – Strategy & Analytics,https://es.linkedin.com/jobs/view/analyst-%E2%80%93-strategy-analytics-at-ygroup-companies-1947545124?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,YGroup Companies,0,1,0,1,5,0,3,3,0,0,0,0,0,0,0,0,0,Madrid,Not determined
1919,Junior Data Analyst,https://es.linkedin.com/jobs/view/junior-data-analyst-at-fever-1789135389?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Fever,0,1,1,0,4,0,3,3,0,0,0,0,0,0,0,0,1,Madrid,Junior Position
1920,Logistics Data Operations Analyst,https://es.linkedin.com/jobs/view/logistics-data-operations-analyst-at-wish-1904307753?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wish,0,1,0,1,9,1,2,1,0,0,0,0,2,0,2,3,1,Madrid,Not determined
1921,Associate Data Research Analyst,https://es.linkedin.com/jobs/view/associate-data-research-analyst-at-morningstar-1938705251?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Morningstar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Madrid,Not determined
1922,Business Data Analyst,https://es.linkedin.com/jobs/view/business-data-analyst-at-social-you-1710652685?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Social You,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,Madrid,Not determined
1923,Data Analyst,https://es.linkedin.com/jobs/view/data-analyst-at-ontwice-1945868193?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,ONTWICE ,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Madrid,Not determined
1924,Business Intelligence Analyst,https://es.linkedin.com/jobs/view/business-intelligence-analyst-at-iqvia-1919552998?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,IQVIA,0,0,0,0,7,2,25,3,1,0,1,0,0,4,0,0,17,Madrid,Not determined
1925,Madrid - Data Management Analyst,https://es.linkedin.com/jobs/view/madrid-data-management-analyst-at-bnp-paribas-1940699273?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BNP Paribas,0,1,1,0,4,0,6,0,0,0,0,0,0,0,0,3,14,Madrid,Not determined
1926,Business Analyst - Consulting team,https://es.linkedin.com/jobs/view/business-analyst-consulting-team-at-iqvia-spain-1910169523?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,IQVIA Spain,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,Madrid,Not determined
1927,Digital Data Analyst (Customer),https://es.linkedin.com/jobs/view/digital-data-analyst-customer-at-jti-japan-tobacco-international-1881133591?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,JTI (Japan Tobacco International),0,0,0,0,9,0,9,3,0,0,0,0,0,1,1,2,10,Madrid,Not determined
1928,OrbitalAds: Data Analyst,https://es.linkedin.com/jobs/view/orbitalads-data-analyst-at-orbitalads-1933982861?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,OrbitalAds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madrid,Not determined
1929,Business Data Analyst,https://es.linkedin.com/jobs/view/business-data-analyst-at-social-you-1907565944?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,Madrid,Not determined
1930,Big Data & Analytics Architect,https://es.linkedin.com/jobs/view/big-data-analytics-architect-at-daimler-group-services-madrid-1917822737?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Daimler Group Services Madrid,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,Madrid,Not determined
1931,Product Data Analyst,https://es.linkedin.com/jobs/view/product-data-analyst-at-adevinta-spain-1881125522?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Adevinta Spain,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Madrid,Not determined
1932,Analista de Datos (Financiero),https://es.linkedin.com/jobs/view/analista-de-datos-financiero-at-innova-tsn-1910361507?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Innova-tsn,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Madrid,Not determined
1933,Designit: Data Analyst & Cro Manager,https://es.linkedin.com/jobs/view/designit-data-analyst-cro-manager-at-designit-1944417004?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Designit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madrid,Not determined
1934,Head of Business Intelligence and Data Analytics,https://es.linkedin.com/jobs/view/head-of-business-intelligence-and-data-analytics-at-axa-1919077961?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,AXA,0,0,0,0,6,0,8,0,0,0,0,0,0,6,0,0,7,Madrid,Not determined
1935,Data Analyst Intern (6 months from July),https://es.linkedin.com/jobs/view/data-analyst-intern-6-months-from-july-at-criteo-1854435194?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Criteo,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,2,Madrid,Internship
1936,Data Analytics,https://es.linkedin.com/jobs/view/data-analytics-at-malthus-darwin-1702574998?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Malthus Darwin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Madrid,Not determined
1937,"Technical Lead, Data Analytics",https://es.linkedin.com/jobs/view/technical-lead-data-analytics-at-tessella-1913645604?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Tessella,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,Madrid,Not determined
1938,SQL Developer & Business Analyst (Tres Cantos - Madrid),https://es.linkedin.com/jobs/view/sql-developer-business-analyst-tres-cantos-madrid-at-merck-group-1884497067?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Merck Group,0,4,0,1,2,0,5,0,0,0,0,0,0,0,0,0,4,Madrid,Not determined
1939,Senior CMC Data Analyst,https://es.linkedin.com/jobs/view/senior-cmc-data-analyst-at-mabxience-1907741655?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,mAbxience,0,0,0,0,3,7,2,0,0,0,0,0,0,1,0,0,3,Madrid,Senior Position
1940,Junior Business Intelligence Analyst,https://es.linkedin.com/jobs/view/junior-business-intelligence-analyst-at-fever-1789137495?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Fever,0,2,1,0,4,1,6,1,0,0,0,0,0,0,1,0,3,Madrid,Junior Position
1941,Senior Data Analyst,https://es.linkedin.com/jobs/view/senior-data-analyst-at-grupo-masmovil-1910354747?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Grupo MASMOVIL,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Madrid,Senior Position
1942,Big Data Analyst - Madrid,https://es.linkedin.com/jobs/view/big-data-analyst-madrid-at-accenture-espa%C3%B1a-1910130400?refId=adda302a-af80-4535-b0cb-09c73eacbb34&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Accenture España,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madrid,Not determined
1943,Analyst – Strategy & Analytics,https://es.linkedin.com/jobs/view/analyst-%E2%80%93-strategy-analytics-at-ygroup-companies-1947545124?refId=68a5929d-262f-4398-baab-eea9833bb03d&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,YGroup Companies,0,1,0,1,5,0,3,3,0,0,0,0,0,0,0,0,0,Madrid,Not determined
1944,Junior Data Analyst,https://es.linkedin.com/jobs/view/junior-data-analyst-at-fever-1789135389?refId=68a5929d-262f-4398-baab-eea9833bb03d&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Fever,0,1,1,0,4,0,3,3,0,0,0,0,0,0,0,0,1,Madrid,Junior Position
1945,Logistics Data Operations Analyst,https://es.linkedin.com/jobs/view/logistics-data-operations-analyst-at-wish-1904307753?refId=68a5929d-262f-4398-baab-eea9833bb03d&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wish,0,1,0,1,9,1,2,1,0,0,0,0,2,0,2,3,1,Madrid,Not determined
