,job_offer,link,company,redshift,sql,kpi,py,xp,R,business,insights,tableau,looker,qlik,pbi,ab,stakeholders,quant,oper,mgmt,location,Seniority
531,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-worldpay-1912543462?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Worldpay,0,2,0,2,7,0,3,0,0,0,0,0,0,1,0,0,1,London,Not determined
532,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-talentpool-1942110389?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,TalentPool,0,1,1,0,3,0,1,0,1,0,0,0,0,1,0,0,0,London,Not determined
533,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-butternut-box-1926591285?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Butternut Box,0,4,0,0,5,0,2,0,1,1,0,0,0,1,0,1,1,London,Not determined
534,Global Data - Index Data Quality Analyst,https://uk.linkedin.com/jobs/view/global-data-index-data-quality-analyst-at-bloomberg-lp-1869872264?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloomberg LP,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,London,Not determined
535,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-lloyds-1941713095?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Lloyds,0,1,1,1,1,1,6,6,0,0,2,0,0,3,0,0,9,London,Not determined
536,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-fxc-intelligence-1897590665?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FXC Intelligence,0,1,0,1,5,0,0,0,1,0,0,0,0,1,0,1,0,London,Not determined
537,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-iris-1909823452?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Iris,0,1,0,1,7,1,4,2,1,0,1,0,0,0,0,0,0,London,Junior Position
538,Data Analyst - Growth,https://uk.linkedin.com/jobs/view/data-analyst-growth-at-cleo-ai-1863221252?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Cleo AI,0,1,0,1,3,0,7,5,1,1,0,0,1,1,1,0,0,London,Not determined
539,Data Analyst - REMOTE,https://uk.linkedin.com/jobs/view/data-analyst-remote-at-ipresence-ca-1915197603?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,iPresence.ca,0,3,0,0,1,1,4,3,0,0,0,0,2,0,1,0,3,London,Not determined
540,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-interquest-group-1909887352?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,InterQuest Group,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,2,5,London,Not determined
541,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-s3-associates-limited-1945119639?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,London,Not determined
542,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-datahead-1910344960?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DATAHEAD,0,0,0,2,1,1,3,1,1,0,0,0,0,2,0,0,0,London,Not determined
543,Market Research Data Analyst,https://uk.linkedin.com/jobs/view/market-research-data-analyst-at-ipsos-mori-1914552403?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ipsos MORI,0,0,0,0,5,0,1,2,0,0,0,0,0,0,3,0,8,London,Not determined
544,Commercial Data Insight Analyst,https://uk.linkedin.com/jobs/view/commercial-data-insight-analyst-at-virgin-media-1910393007?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Virgin Media,0,3,0,0,1,0,1,3,0,0,0,0,0,1,0,1,6,London,Not determined
545,Data Analyst - Contract role - London,https://uk.linkedin.com/jobs/view/data-analyst-contract-role-london-at-wmrecruit-1942146647?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,WMRecruit ,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,London,Not determined
546,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wevee-1912731691?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,WeVee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,London,Not determined
547,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-charityjob-1946409642?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,CharityJob,0,0,0,0,7,1,1,2,0,0,0,0,0,0,5,0,1,London,Not determined
548,Data Analyst - Simulation,https://uk.linkedin.com/jobs/view/data-analyst-simulation-at-ocado-group-1907764619?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ocado Group,0,2,0,2,3,0,5,1,2,0,0,0,0,4,0,1,0,London,Not determined
549,"Data Analyst, UK Marketing",https://uk.linkedin.com/jobs/view/data-analyst-uk-marketing-at-peloton-interactive-1908897132?refId=62223a71-7c1c-49ce-aaa8-147ff4848f8c&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Peloton Interactive,0,2,3,1,5,1,5,0,1,5,0,0,0,2,0,1,1,London,Not determined
550,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-the-economist-1884442403?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,The Economist,0,4,0,0,4,0,5,1,0,0,1,0,0,1,0,0,2,London,Not determined
551,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-oviva-1914561273?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Oviva,0,1,1,2,5,0,6,1,0,0,0,0,0,1,0,0,3,London,Not determined
552,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-s3-associates-llc-1945361338?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"S3-Associates, LLC",0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,London,Not determined
553,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bt-1910176968?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BT,0,1,0,0,5,0,5,0,1,0,1,0,0,2,0,0,1,London,Not determined
554,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-united-trust-bank-limited-1919612515?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,United Trust Bank Limited,0,1,0,1,4,1,8,2,0,0,0,0,0,0,0,0,2,London,Not determined
555,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-s3-has-now-joined-trustmarque-part-of-capita-1944315982?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,S3 has now joined Trustmarque (Part of Capita),0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,London,Not determined
556,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-worldpay-1912543462?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Worldpay,0,2,0,2,7,0,3,0,0,0,0,0,0,1,0,0,1,London,Not determined
557,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-talentpool-1942110389?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,TalentPool,0,1,1,0,3,0,1,0,1,0,0,0,0,1,0,0,0,London,Not determined
558,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-butternut-box-1926591285?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Butternut Box,0,4,0,0,5,0,2,0,1,1,0,0,0,1,0,1,1,London,Not determined
559,Global Data - Index Data Quality Analyst,https://uk.linkedin.com/jobs/view/global-data-index-data-quality-analyst-at-bloomberg-lp-1869872264?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloomberg LP,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,London,Not determined
560,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-lloyds-1941713095?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Lloyds,0,1,1,1,1,1,6,6,0,0,2,0,0,3,0,0,9,London,Not determined
561,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-fxc-intelligence-1897590665?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FXC Intelligence,0,1,0,1,5,0,0,0,1,0,0,0,0,1,0,1,0,London,Not determined
562,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-iris-1909823452?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Iris,0,1,0,1,7,1,4,2,1,0,1,0,0,0,0,0,0,London,Junior Position
563,Data Analyst - Growth,https://uk.linkedin.com/jobs/view/data-analyst-growth-at-cleo-ai-1863221252?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Cleo AI,0,1,0,1,3,0,7,5,1,1,0,0,1,1,1,0,0,London,Not determined
564,Data Analyst - REMOTE,https://uk.linkedin.com/jobs/view/data-analyst-remote-at-ipresence-ca-1915197603?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,iPresence.ca,0,3,0,0,1,1,4,3,0,0,0,0,2,0,1,0,3,London,Not determined
565,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-interquest-group-1909887352?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,InterQuest Group,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,2,5,London,Not determined
566,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-s3-associates-limited-1945119639?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,London,Not determined
567,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-datahead-1910344960?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DATAHEAD,0,0,0,2,1,1,3,1,1,0,0,0,0,2,0,0,0,London,Not determined
568,Market Research Data Analyst,https://uk.linkedin.com/jobs/view/market-research-data-analyst-at-ipsos-mori-1914552403?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ipsos MORI,0,0,0,0,5,0,1,2,0,0,0,0,0,0,3,0,8,London,Not determined
569,Commercial Data Insight Analyst,https://uk.linkedin.com/jobs/view/commercial-data-insight-analyst-at-virgin-media-1910393007?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Virgin Media,0,3,0,0,1,0,1,3,0,0,0,0,0,1,0,1,6,London,Not determined
570,Data Analyst - Contract role - London,https://uk.linkedin.com/jobs/view/data-analyst-contract-role-london-at-wmrecruit-1942146647?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,WMRecruit ,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,London,Not determined
571,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wevee-1912731691?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,WeVee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,London,Not determined
572,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-charityjob-1946409642?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,CharityJob,0,0,0,0,7,1,1,2,0,0,0,0,0,0,5,0,1,London,Not determined
573,Data Analyst - Simulation,https://uk.linkedin.com/jobs/view/data-analyst-simulation-at-ocado-group-1907764619?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ocado Group,0,2,0,2,3,0,5,1,2,0,0,0,0,4,0,1,0,London,Not determined
574,"Data Analyst, UK Marketing",https://uk.linkedin.com/jobs/view/data-analyst-uk-marketing-at-peloton-interactive-1908897132?refId=ab11868a-fbb5-4f5d-b6e2-63ca81098468&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Peloton Interactive,0,2,3,1,5,1,5,0,1,5,0,0,0,2,0,1,1,London,Not determined
575,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-oviva-1914561273?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Oviva,0,1,1,2,5,0,6,1,0,0,0,0,0,1,0,0,3,London,Not determined
576,Data Analyst - Maritime,https://uk.linkedin.com/jobs/view/data-analyst-maritime-at-informa-1909048346?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Informa,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,2,London,Not determined
577,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-hero%C2%AE-1902429266?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,HERO®,0,2,0,0,5,0,5,1,0,0,0,0,0,1,0,0,2,London,Not determined
578,Data Analyst - REMOTE,https://uk.linkedin.com/jobs/view/data-analyst-remote-at-ipresence-ca-1915197603?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,iPresence.ca,0,3,0,0,1,1,4,3,0,0,0,0,2,0,1,0,3,London,Not determined
579,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-iris-1909823452?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Iris,0,1,0,1,7,1,4,2,1,0,1,0,0,0,0,0,0,London,Junior Position
580,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wevee-1912731691?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,WeVee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,London,Not determined
581,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-datahead-1910344960?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DATAHEAD,0,0,0,2,1,1,3,1,1,0,0,0,0,2,0,0,0,London,Not determined
582,Bloomberg Intelligence - Equity Analyst - ESG,https://uk.linkedin.com/jobs/view/bloomberg-intelligence-equity-analyst-esg-at-bloomberg-lp-1704697782?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloomberg LP,0,0,0,0,4,0,3,5,0,0,0,0,0,2,1,0,4,London,Not determined
583,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bt-1910176968?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BT,0,1,0,0,5,0,5,0,1,0,1,0,0,2,0,0,1,London,Not determined
584,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-lloyds-1941713095?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Lloyds,0,1,1,1,1,1,6,6,0,0,2,0,0,3,0,0,9,London,Not determined
585,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-butternut-box-1926591285?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Butternut Box,0,4,0,0,5,0,2,0,1,1,0,0,0,1,0,1,1,London,Not determined
586,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-knauf-energy-solutions-1894803797?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,London,Junior Position
587,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bonhams-1907743884?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bonhams,0,1,0,0,3,0,5,2,0,0,0,0,1,0,2,1,1,London,Not determined
588,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-fxc-intelligence-1897590665?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FXC Intelligence,0,1,0,1,5,0,0,0,1,0,0,0,0,1,0,1,0,London,Not determined
589,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-united-trust-bank-limited-1919612515?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,United Trust Bank Limited,0,1,0,1,4,1,8,2,0,0,0,0,0,0,0,0,2,London,Not determined
590,Data Analytics Engineer,https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-piccadilly-one-1930474694?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Piccadilly One,0,4,0,0,5,0,3,0,0,0,0,0,0,0,0,1,1,London,Not determined
591,CRM Data Analyst,https://uk.linkedin.com/jobs/view/crm-data-analyst-at-aesop-1904399884?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Aesop,0,1,0,1,5,1,5,2,1,0,0,0,0,2,0,0,1,London,Not determined
592,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-emr-specialist-in-marketing-recruitment-1945365258?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,EMR | Specialist in Marketing Recruitment,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,London,Not determined
593,Data and Insights Analyst,https://uk.linkedin.com/jobs/view/data-and-insights-analyst-at-uswitch-com-1917310000?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Uswitch.com,0,1,0,1,3,1,1,3,1,0,0,0,0,1,0,0,1,London,Not determined
594,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wilmington-plc-1929322813?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wilmington plc,0,0,0,0,7,0,3,2,4,0,0,0,0,0,0,0,7,London,Not determined
595,Finance Data Analyst,https://uk.linkedin.com/jobs/view/finance-data-analyst-at-zego-1910379050?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Zego,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,0,2,London,Not determined
596,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-the-economist-1884442403?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,The Economist,0,4,0,0,4,0,5,1,0,0,1,0,0,1,0,0,2,London,Not determined
597,Data Analyst - Growth,https://uk.linkedin.com/jobs/view/data-analyst-growth-at-cleo-ai-1863221252?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Cleo AI,0,1,0,1,3,0,7,5,1,1,0,0,1,1,1,0,0,London,Not determined
598,Insight Analyst,https://uk.linkedin.com/jobs/view/insight-analyst-at-bloom-wild-1938764959?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloom & Wild,0,3,0,1,10,2,14,4,1,1,0,0,1,1,0,0,1,London,Not determined
599,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-worldpay-1912543462?refId=3bc10441-91bd-4a1c-9109-aba43a606b3d&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Worldpay,0,2,0,2,7,0,3,0,0,0,0,0,0,1,0,0,1,London,Not determined
600,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-the-economist-1884442403?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,The Economist,0,4,0,0,4,0,5,1,0,0,1,0,0,1,0,0,2,London,Not determined
601,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-oviva-1914561273?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Oviva,0,1,1,2,5,0,6,1,0,0,0,0,0,1,0,0,3,London,Not determined
602,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-s3-associates-llc-1945361338?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"S3-Associates, LLC",0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,London,Not determined
603,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bt-1910176968?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BT,0,1,0,0,5,0,5,0,1,0,1,0,0,2,0,0,1,London,Not determined
604,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-united-trust-bank-limited-1919612515?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,United Trust Bank Limited,0,1,0,1,4,1,8,2,0,0,0,0,0,0,0,0,2,London,Not determined
605,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-s3-has-now-joined-trustmarque-part-of-capita-1944315982?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,S3 has now joined Trustmarque (Part of Capita),0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,London,Not determined
606,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-worldpay-1912543462?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Worldpay,0,2,0,2,7,0,3,0,0,0,0,0,0,1,0,0,1,London,Not determined
607,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-talentpool-1942110389?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,TalentPool,0,1,1,0,3,0,1,0,1,0,0,0,0,1,0,0,0,London,Not determined
608,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-butternut-box-1926591285?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Butternut Box,0,4,0,0,5,0,2,0,1,1,0,0,0,1,0,1,1,London,Not determined
609,Global Data - Index Data Quality Analyst,https://uk.linkedin.com/jobs/view/global-data-index-data-quality-analyst-at-bloomberg-lp-1869872264?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloomberg LP,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,London,Not determined
610,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-lloyds-1941713095?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Lloyds,0,1,1,1,1,1,6,6,0,0,2,0,0,3,0,0,9,London,Not determined
611,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-fxc-intelligence-1897590665?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FXC Intelligence,0,1,0,1,5,0,0,0,1,0,0,0,0,1,0,1,0,London,Not determined
612,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-iris-1909823452?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Iris,0,1,0,1,7,1,4,2,1,0,1,0,0,0,0,0,0,London,Junior Position
613,Data Analyst - Growth,https://uk.linkedin.com/jobs/view/data-analyst-growth-at-cleo-ai-1863221252?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Cleo AI,0,1,0,1,3,0,7,5,1,1,0,0,1,1,1,0,0,London,Not determined
614,Data Analyst - REMOTE,https://uk.linkedin.com/jobs/view/data-analyst-remote-at-ipresence-ca-1915197603?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,iPresence.ca,0,3,0,0,1,1,4,3,0,0,0,0,2,0,1,0,3,London,Not determined
615,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-interquest-group-1909887352?refId=26dfd18d-a21c-42f1-9431-b627739788d3&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,InterQuest Group,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,2,5,London,Not determined
