,job_title,company,salary,location,salary_mean,temp,seniority
578,Data Analyst - Proveedor de servicios por mes,ETFGI.com,24.044 £/año,London,24.044,Monthly,Not determined
579,Data Analyst,NHS,32.651 £/año,London,32.651,Yearly,Not determined
580,Data Analyst - Proveedor de servicios por hora,Lloyds Banking Group,41.408 £/año,London,41.408,Hourly,Not determined
581,Data Analyst,HSBC Holdings,34.728 £/año,London,34.728,Yearly,Not determined
582,Data Analyst,J.P. Morgan,47.694 £/año,London,47.694,Yearly,Not determined
583,Data Analyst,Royal Bank of Scotland,52.118 £/año,London,52.118,Yearly,Not determined
584,Data Analyst,BBC,40.274 £/año,London,40.274,Yearly,Not determined
585,Data Analyst,GlaxoSmithKline,39 £/h,London,39.0,Yearly,Not determined
586,Data Analyst,GlaxoSmithKline,2.378 £/mes,London,2.378,Yearly,Not determined
587,Data Analyst - Proveedor de servicios,GlaxoSmithKline,43.166 £/año,London,43.166,Yearly,Not determined
588,Data Analyst,Bloomberg L.P.,10 £/h,London,10.0,Yearly,Not determined
589,Data Analyst,British Airways,40.000 £/año,London,40.0,Yearly,Not determined
590,Data Analyst,Apple,51.272 £/año,London,51.272,Yearly,Not determined
591,Data Analyst,Microsoft,45.061 £/año,London,45.061,Yearly,Not determined
592,Data Analyst,Thomson Reuters,33.806 £/año,London,33.806,Yearly,Not determined
593,Data Analyst,Google,44.054 £/año,London,44.054,Yearly,Not determined
594,Data Analyst,British Gas,33.917 £/año,London,33.917,Yearly,Not determined
595,Data Analyst,Transport for London,31.583 £/año,London,31.583,Yearly,Not determined
596,Data Analyst,Shell,39.793 £/año,London,39.793,Yearly,Not determined
597,Data Analyst,IHS Markit,31.240 £/año,London,31.24,Yearly,Not determined
598,Data Analyst,Metro Bank,42.518 £/año,London,42.518,Yearly,Not determined
599,Data Analyst,Pearson,30.083 £/año,London,30.083,Yearly,Not determined
600,Data Analyst,Aon,33.683 £/año,London,33.683,Yearly,Not determined
601,Data Analyst,Worldpay,35.687 £/año,London,35.687,Yearly,Not determined
602,Data Analyst,dunnhumby,44.096 £/año,London,44.096,Yearly,Not determined
603,Data Analyst,Diageo,31.521 £/año,London,31.521,Yearly,Not determined
604,Data Analyst,Capital One,35.774 £/año,London,35.774,Yearly,Not determined
605,Data Analyst,JLL,32.257 £/año,London,32.257,Yearly,Not determined
606,Data Analyst,Legal & General,42.751 £/año,London,42.751,Yearly,Not determined
607,Data Analyst,Kantar Worldpanel,26.602 £/año,London,26.602,Yearly,Not determined
608,Data Analyst,Mindshare,27.414 £/año,London,27.414,Yearly,Not determined
609,Data Analyst,AIG,48.604 £/año,London,48.604,Yearly,Not determined
610,Data Analyst,Elsevier,52.386 £/año,London,52.386,Yearly,Not determined
611,Data Analyst,Guardian News & Media,41.914 £/año,London,41.914,Yearly,Not determined
612,Data Analyst,RM,30.703 £/año,London,30.703,Yearly,Not determined
613,Data Analyst,Office for National Statistics,23.014 £/año,London,23.014,Yearly,Not determined
614,Data Analyst,University of London,29.668 £/año,London,29.668,Yearly,Not determined
615,Data Analyst,TP ICAP,26.342 £/año,London,26.342,Yearly,Not determined
616,Data Analyst,PHD Worldwide,24.365 £/año,London,24.365,Yearly,Not determined
617,Data Analyst,Sparta Global,25.035 £/año,London,25.035,Yearly,Not determined
618,Data Analyst,Aimia,38.645 £/año,London,38.645,Yearly,Not determined
619,Data Analyst,Argus Media,47.458 £/año,London,47.458,Yearly,Not determined
620,Data Analyst,Notting Hill Genesis,31.048 £/año,London,31.048,Yearly,Not determined
621,Data Analyst,NaturalMotion,36.488 £/año,London,36.488,Yearly,Not determined
622,Data Analyst,Lloyd's,54.650 £/año,London,54.65,Yearly,Not determined
623,Data Analyst,Morningstar,15.707 £/año,London,15.707,Yearly,Not determined
624,Data Analyst,Morningstar,30.078 £/año,London,30.078,Yearly,Not determined
625,Data Analyst,Wilmington plc,23.306 £/año,London,23.306,Yearly,Not determined
626,Data Analyst,Vrbo,47.437 £/año,London,47.437,Yearly,Not determined
627,Data Analyst,London Metropolitan University,28.727 £/año,London,28.727,Yearly,Not determined
628,Data Analyst,Brave Bison,47.281 £/año,London,47.281,Yearly,Not determined
629,Data Analyst,Racing Post,30.616 £/año,London,30.616,Yearly,Not determined
630,Data Analyst,JATO Dynamics,32.620 £/año,London,32.62,Yearly,Not determined
